,year,state,treatment,patient,cost,treatment_category
6618,2020,Others,cochlear implant procedure,72.0,149925.156693989,Other Diseases
6619,2020,Others,complex gi procedures,539.0,229771.49427391,Other Diseases
6620,2020,Others,comprehensive observation services,14773.0,538825.6337938197,Other Diseases
6621,2020,Others,implantation wireless pa pressure monitor,17.0,83813.827058824,Other Diseases
6622,2020,Others,implantation of drug infusion device,12.0,45879.235,Other Diseases
6623,2020,Others,level 1 breast/lymphatic surgery and related procedures,520.0,206000.8622284652,Other Diseases
6624,2020,Others,level 1 endovascular procedures,3422.0,270532.1601858746,Other Diseases
6625,2020,Others,level 1 icd and similar procedures,59.0,259682.08335370402,Respiratory
6626,2020,Others,level 1 intraocular procedures,5122.0,257301.2168478759,Other Diseases
6627,2020,Others,level 1 laparoscopy and related services,2560.0,872636.996716178,Other Diseases
6628,2020,Others,level 1 nerve procedures,1893.0,223823.67531069712,Other Diseases
6629,2020,Others,level 1 neurostimulator and related procedures,16.0,18175.462352941,Other Diseases
6630,2020,Others,level 2 breast/lymphatic surgery and related procedures,912.0,543984.423287636,Other Diseases
6631,2020,Others,level 2 electrophysiologic procedures,98.0,125651.728815693,Respiratory
6632,2020,Others,level 2 endovascular procedures,1646.0,464606.508480996,Other Diseases
6633,2020,Others,level 2 excision/ biopsy/ incision and drainage,6477.0,244447.6370085107,Other Diseases
6634,2020,Others,level 2 icd and similar procedures,480.0,1585468.368776666,Respiratory
6635,2020,Others,level 2 intraocular procedures,1466.0,201440.08707273,Other Diseases
6636,2020,Others,level 2 laparoscopy and related services,1312.0,675867.731268071,Other Diseases
6637,2020,Others,level 2 musculoskeletal procedures,1180.0,222393.0829531377,Other Diseases
6638,2020,Others,level 2 neurostimulator and related procedures,159.0,101088.47884066211,Other Diseases
6639,2020,Others,level 2 pacemaker and similar procedures,315.0,308555.969533521,Respiratory
6640,2020,Others,level 2 upper gi procedures,3102.0,168284.563908026,Other Diseases
6641,2020,Others,level 2 vascular procedures,832.0,279132.1982698275,Other Diseases
6642,2020,Others,level 3 airway endoscopy,385.0,61404.650183852806,Other Diseases
6643,2020,Others,level 3 breast/lymphatic surgery and related procedures,14.0,41922.325714286,Other Diseases
6644,2020,Others,level 3 ent procedures,61.0,22194.1941965877,Other Diseases
6645,2020,Others,level 3 electrophysiologic procedures,1040.0,1173897.220394917,Respiratory
6646,2020,Others,level 3 endovascular procedures,1913.0,1032892.07100762,Other Diseases
6647,2020,Others,level 3 excision/ biopsy/ incision and drainage,2639.0,340170.3202158551,Other Diseases
6648,2020,Others,"level 3 extraocular, repair, and plastic eye procedures",511.0,68595.6034605873,Other Diseases
6649,2020,Others,level 3 lower gi procedures,402.0,147888.5406830011,Other Diseases
6650,2020,Others,level 3 musculoskeletal procedures,1883.0,473147.6188074241,Other Diseases
6651,2020,Others,level 3 neurostimulator and related procedures,192.0,306887.386192962,Other Diseases
6652,2020,Others,level 3 pacemaker and similar procedures,1033.0,649376.0593499329,Respiratory
6653,2020,Others,level 3 upper gi procedures,440.0,170922.2649225344,Other Diseases
6654,2020,Others,level 3 urology and related services,2736.0,198733.4424139598,Other Diseases
6655,2020,Others,level 3 vascular procedures,2939.0,386026.0213275483,Other Diseases
6656,2020,Others,level 4 airway endoscopy,975.0,180566.7685539293,Respiratory
6657,2020,Others,level 4 blood product exchange and related services,13.0,105187.12153846,Other Diseases
6658,2020,Others,level 4 breast/lymphatic surgery and related procedures,20.0,54573.132,Other Diseases
6659,2020,Others,level 4 ent procedures,104.0,35521.9965601499,Other Diseases
6660,2020,Others,level 4 endovascular procedures,782.0,1128750.037392984,Other Diseases
6661,2020,Others,"level 4 extraocular, repair, and plastic eye procedures",119.0,43166.474380342,Other Diseases
6662,2020,Others,level 4 gynecologic procedures,606.0,195152.4306472023,Other Diseases
6663,2020,Others,level 4 musculoskeletal procedures,2749.0,977758.362315279,Other Diseases
6664,2020,Others,level 4 neurostimulator and related procedures,231.0,503606.536902393,Other Diseases
6665,2020,Others,level 4 pacemaker and similar procedures,309.0,763386.862074327,Respiratory
6666,2020,Others,level 4 urology and related services,2186.0,423133.8717026674,Other Diseases
6667,2020,Others,level 4 vascular procedures,774.0,347576.078747204,Other Diseases
6668,2020,Others,level 5 airway endoscopy,323.0,195284.047318376,Respiratory
6669,2020,Others,level 5 ent procedures,611.0,296873.799574007,Other Diseases
6670,2020,Others,level 5 gynecologic procedures,117.0,115223.1515249184,Other Diseases
6671,2020,Others,level 5 musculoskeletal procedures,3603.0,1183965.917904578,Other Diseases
6672,2020,Others,level 5 urology and related services,1934.0,551240.670647176,Other Diseases
6673,2020,Others,level 6 gynecologic procedures,76.0,85153.884116778,Other Diseases
6674,2020,Others,level 6 musculoskeletal procedures,29.0,51637.197586207,Other Diseases
6675,2020,Others,level 6 urology and related services,128.0,118778.501012821,Other Diseases
6676,2020,Others,level 7 radiation therapy,247.0,145485.636098516,Other Diseases
6677,2020,Others,level 7 urology and related services,101.0,80915.750551948,Other Diseases
6678,2020,Others,abdominal/peritoneal/biliary and related procedures,1564.0,734391.8676183865,Other Diseases
6679,2020,Others,cochlear implant procedure,95.0,381028.475646229,Other Diseases
6680,2020,Others,complex gi procedures,538.0,335598.454375186,Other Diseases
6681,2020,Others,comprehensive observation services,21852.0,1061456.1580496326,Other Diseases
6682,2020,Others,implantation wireless pa pressure monitor,28.0,189155.64357143,Other Diseases
6683,2020,Others,implantation of drug infusion device,85.0,344005.758495046,Other Diseases
6684,2020,Others,level 1 breast/lymphatic surgery and related procedures,954.0,568576.6307135087,Other Diseases
6685,2020,Others,level 1 endovascular procedures,6396.0,1082292.029108148,Other Diseases
6686,2020,Others,level 1 icd and similar procedures,71.0,287921.199378787,Respiratory
6687,2020,Others,level 1 intraocular procedures,4074.0,320239.9345699462,Other Diseases
6688,2020,Others,level 1 laparoscopy and related services,3936.0,1643643.270515268,Other Diseases
6689,2020,Others,level 1 nerve procedures,4081.0,582271.518499219,Other Diseases
6690,2020,Others,level 1 neurostimulator and related procedures,13.0,19739.890769231,Other Diseases
6691,2020,Others,level 2 breast/lymphatic surgery and related procedures,1244.0,1102308.206694918,Other Diseases
6692,2020,Others,level 2 electrophysiologic procedures,12.0,20909.116923077,Respiratory
6693,2020,Others,level 2 endovascular procedures,2682.0,1191843.702545967,Other Diseases
6694,2020,Others,level 2 excision/ biopsy/ incision and drainage,7654.0,511517.4563834345,Other Diseases
6695,2020,Others,level 2 icd and similar procedures,723.0,3459248.331403257,Respiratory
6696,2020,Others,level 2 intraocular procedures,1358.0,294482.507543856,Other Diseases
6697,2020,Others,level 2 laparoscopy and related services,1460.0,1359241.022314351,Other Diseases
6698,2020,Others,level 2 musculoskeletal procedures,1647.0,471954.7167647162,Other Diseases
6699,2020,Others,level 2 nerve procedures,41.0,67036.971290322,Other Diseases
6700,2020,Others,level 2 neurostimulator and related procedures,331.0,351098.050646181,Other Diseases
6701,2020,Others,level 2 pacemaker and similar procedures,826.0,1078862.974451846,Respiratory
6702,2020,Others,level 2 upper gi procedures,5569.0,439839.804785302,Other Diseases
6703,2020,Others,level 2 vascular procedures,1917.0,640649.2376797993,Other Diseases
6704,2020,Others,level 3 airway endoscopy,554.0,199970.5013659905,Other Diseases
6705,2020,Others,level 3 breast/lymphatic surgery and related procedures,71.0,253846.20318182,Other Diseases
6706,2020,Others,level 3 ent procedures,74.0,11966.8639120371,Other Diseases
6707,2020,Others,level 3 electrophysiologic procedures,1189.0,2414292.463173136,Respiratory
6708,2020,Others,level 3 endovascular procedures,4028.0,2679672.967080782,Other Diseases
6709,2020,Others,level 3 excision/ biopsy/ incision and drainage,2377.0,658962.9241894161,Other Diseases
6710,2020,Others,"level 3 extraocular, repair, and plastic eye procedures",526.0,66337.6725189653,Other Diseases
6711,2020,Others,level 3 lower gi procedures,618.0,231535.7071872029,Other Diseases
6712,2020,Others,level 3 musculoskeletal procedures,2942.0,988089.7563689027,Other Diseases
6713,2020,Others,level 3 neurostimulator and related procedures,219.0,680035.245451352,Other Diseases
6714,2020,Others,level 3 pacemaker and similar procedures,1503.0,1839673.844915399,Respiratory
6715,2020,Others,level 3 upper gi procedures,735.0,272239.6219525133,Other Diseases
6716,2020,Others,level 3 urology and related services,2672.0,481833.7954629527,Other Diseases
6717,2020,Others,level 3 vascular procedures,5302.0,856674.8524227968,Other Diseases
6718,2020,Others,level 4 airway endoscopy,1700.0,579807.2322733821,Respiratory
6719,2020,Others,level 4 ent procedures,276.0,200151.608549346,Other Diseases
6720,2020,Others,level 4 endovascular procedures,1750.0,2993718.955327587,Other Diseases
6721,2020,Others,"level 4 extraocular, repair, and plastic eye procedures",96.0,50824.707497666,Other Diseases
6722,2020,Others,level 4 gynecologic procedures,867.0,479226.960948537,Other Diseases
6723,2020,Others,level 4 musculoskeletal procedures,4642.0,1809789.107395672,Other Diseases
6724,2020,Others,level 4 neurostimulator and related procedures,475.0,1720068.779347406,Other Diseases
6725,2020,Others,level 4 pacemaker and similar procedures,180.0,766995.243901846,Respiratory
6726,2020,Others,level 4 urology and related services,3018.0,811899.5077296192,Other Diseases
6727,2020,Others,level 4 vascular procedures,1513.0,660155.549889214,Other Diseases
6728,2020,Others,level 5 airway endoscopy,348.0,283638.778427186,Respiratory
6729,2020,Others,level 5 ent procedures,728.0,379248.347703057,Other Diseases
6730,2020,Others,level 5 gynecologic procedures,357.0,398156.396630274,Other Diseases
6731,2020,Others,level 5 musculoskeletal procedures,5800.0,2826906.016885431,Other Diseases
6732,2020,Others,level 5 urology and related services,2434.0,1084908.0318844763,Other Diseases
6733,2020,Others,level 6 gynecologic procedures,161.0,233154.972370766,Other Diseases
6734,2020,Others,level 6 musculoskeletal procedures,77.0,316789.06914533,Other Diseases
6735,2020,Others,level 6 urology and related services,256.0,247465.224399342,Other Diseases
6736,2020,Others,level 7 radiation therapy,187.0,386256.0770612,Other Diseases
6737,2020,Others,level 7 urology and related services,52.0,231022.578954542,Other Diseases
6738,2020,Others,abdominal/peritoneal/biliary and related procedures,705.0,360221.4033235809,Other Diseases
6739,2020,Others,cochlear implant procedure,14.0,74812.742666667,Other Diseases
6740,2020,Others,complex gi procedures,136.0,124540.890522695,Other Diseases
6741,2020,Others,comprehensive observation services,14396.0,786178.9071073974,Other Diseases
6742,2020,Others,implantation of drug infusion device,11.0,53538.454545455,Other Diseases
6743,2020,Others,level 1 breast/lymphatic surgery and related procedures,431.0,309652.8767811663,Other Diseases
6744,2020,Others,level 1 endovascular procedures,5038.0,482385.9068144448,Other Diseases
6745,2020,Others,level 1 icd and similar procedures,64.0,305822.43628205097,Respiratory
6746,2020,Others,level 1 intraocular procedures,1667.0,194204.5098353269,Other Diseases
6747,2020,Others,level 1 laparoscopy and related services,2606.0,955646.2907401631,Other Diseases
6748,2020,Others,level 1 nerve procedures,1466.0,120239.71029724859,Other Diseases
6749,2020,Others,level 2 breast/lymphatic surgery and related procedures,589.0,484220.004846824,Other Diseases
6750,2020,Others,level 2 electrophysiologic procedures,33.0,23205.96969697,Respiratory
6751,2020,Others,level 2 endovascular procedures,1811.0,624095.271574457,Other Diseases
6752,2020,Others,level 2 excision/ biopsy/ incision and drainage,4091.0,337304.3969635924,Other Diseases
6753,2020,Others,level 2 icd and similar procedures,568.0,1560230.344520197,Respiratory
6754,2020,Others,level 2 intraocular procedures,403.0,139811.133626398,Other Diseases
6755,2020,Others,level 2 laparoscopy and related services,918.0,765525.978810208,Other Diseases
6756,2020,Others,level 2 musculoskeletal procedures,610.0,277040.7631739361,Other Diseases
6757,2020,Others,level 2 neurostimulator and related procedures,58.0,98203.960657342,Other Diseases
6758,2020,Others,level 2 pacemaker and similar procedures,457.0,514588.730628381,Respiratory
6759,2020,Others,level 2 upper gi procedures,1299.0,190967.8528341548,Other Diseases
6760,2020,Others,level 2 vascular procedures,1563.0,394237.5909425286,Other Diseases
6761,2020,Others,level 3 airway endoscopy,680.0,116623.5111827832,Other Diseases
6762,2020,Others,level 3 ent procedures,34.0,10431.870164473701,Other Diseases
6763,2020,Others,level 3 electrophysiologic procedures,598.0,734671.367477417,Respiratory
6764,2020,Others,level 3 endovascular procedures,2867.0,1240808.274950829,Other Diseases
6765,2020,Others,level 3 excision/ biopsy/ incision and drainage,1302.0,278265.8241860096,Other Diseases
6766,2020,Others,"level 3 extraocular, repair, and plastic eye procedures",89.0,47038.745242424695,Other Diseases
6767,2020,Others,level 3 lower gi procedures,177.0,147265.672612547,Other Diseases
6768,2020,Others,level 3 musculoskeletal procedures,1196.0,631386.9991559553,Other Diseases
6769,2020,Others,level 3 neurostimulator and related procedures,163.0,440548.41542335396,Other Diseases
6770,2020,Others,level 3 pacemaker and similar procedures,1033.0,837865.863537474,Respiratory
6771,2020,Others,level 3 upper gi procedures,392.0,131792.954073255,Other Diseases
6772,2020,Others,level 3 urology and related services,1255.0,312102.2561280007,Other Diseases
6773,2020,Others,level 3 vascular procedures,3090.0,662585.4648287365,Other Diseases
6774,2020,Others,level 4 airway endoscopy,700.0,198429.95600124152,Respiratory
6775,2020,Others,level 4 ent procedures,37.0,22438.8937412588,Other Diseases
6776,2020,Others,level 4 endovascular procedures,984.0,1327306.623211296,Other Diseases
6777,2020,Others,"level 4 extraocular, repair, and plastic eye procedures",22.0,15561.278260869,Other Diseases
6778,2020,Others,level 4 gynecologic procedures,174.0,126565.8949551479,Other Diseases
6779,2020,Others,level 4 musculoskeletal procedures,2200.0,1056877.434786637,Other Diseases
6780,2020,Others,level 4 neurostimulator and related procedures,138.0,596897.606733115,Other Diseases
6781,2020,Others,level 4 pacemaker and similar procedures,93.0,78009.150537634,Respiratory
6782,2020,Others,level 4 urology and related services,1764.0,545427.9964290259,Other Diseases
6783,2020,Others,level 4 vascular procedures,1072.0,640826.181165523,Other Diseases
6784,2020,Others,level 5 airway endoscopy,126.0,92173.1879832552,Respiratory
6785,2020,Others,level 5 ent procedures,234.0,261315.458663093,Other Diseases
6786,2020,Others,level 5 gynecologic procedures,142.0,154039.195992563,Other Diseases
6787,2020,Others,level 5 musculoskeletal procedures,2271.0,1246658.231989283,Other Diseases
6788,2020,Others,level 5 urology and related services,1205.0,570550.4027608893,Other Diseases
6789,2020,Others,level 6 gynecologic procedures,14.0,30414.071428571,Other Diseases
6790,2020,Others,level 6 urology and related services,208.0,122880.249943902,Other Diseases
6791,2020,Others,level 7 radiation therapy,58.0,288758.396205128,Other Diseases
6792,2020,Others,level 7 urology and related services,37.0,47176.61097561,Other Diseases
6793,2020,Others,abdominal/peritoneal/biliary and related procedures,402.0,121815.4694153094,Other Diseases
6794,2020,Others,cochlear implant procedure,22.0,51754.595909091,Other Diseases
6795,2020,Others,complex gi procedures,88.0,89127.645302198,Other Diseases
6796,2020,Others,comprehensive observation services,3232.0,111481.5721390153,Other Diseases
6797,2020,Others,implantation of drug infusion device,16.0,45541.414375,Other Diseases
6798,2020,Others,level 1 breast/lymphatic surgery and related procedures,219.0,104262.6990252919,Other Diseases
6799,2020,Others,level 1 endovascular procedures,1452.0,148173.606514914,Other Diseases
6800,2020,Others,level 1 icd and similar procedures,12.0,64887.09,Respiratory
6801,2020,Others,level 1 intraocular procedures,2445.0,37125.1781085278,Other Diseases
6802,2020,Others,level 1 laparoscopy and related services,801.0,233780.813077419,Other Diseases
6803,2020,Others,level 1 nerve procedures,540.0,55734.862762444,Other Diseases
6804,2020,Others,level 2 breast/lymphatic surgery and related procedures,250.0,146391.20826619898,Other Diseases
6805,2020,Others,level 2 electrophysiologic procedures,33.0,43525.028636363,Respiratory
6806,2020,Others,level 2 endovascular procedures,359.0,153594.125777508,Other Diseases
6807,2020,Others,level 2 excision/ biopsy/ incision and drainage,1581.0,68031.9901292985,Other Diseases
6808,2020,Others,level 2 icd and similar procedures,120.0,530963.217644019,Respiratory
6809,2020,Others,level 2 intraocular procedures,469.0,64892.5060347444,Other Diseases
6810,2020,Others,level 2 laparoscopy and related services,470.0,323662.111763876,Other Diseases
6811,2020,Others,level 2 musculoskeletal procedures,390.0,55265.557757815404,Other Diseases
6812,2020,Others,level 2 neurostimulator and related procedures,90.0,75500.1137703671,Other Diseases
6813,2020,Others,level 2 pacemaker and similar procedures,84.0,83126.390949248,Respiratory
6814,2020,Others,level 2 upper gi procedures,1147.0,58591.2703584498,Other Diseases
6815,2020,Others,level 2 vascular procedures,218.0,50350.1815885709,Other Diseases
6816,2020,Others,level 3 airway endoscopy,106.0,23972.885744317602,Other Diseases
6817,2020,Others,level 3 ent procedures,18.0,1024.2833333333,Other Diseases
6818,2020,Others,level 3 electrophysiologic procedures,266.0,561467.897209838,Respiratory
6819,2020,Others,level 3 endovascular procedures,642.0,487323.895183773,Other Diseases
6820,2020,Others,level 3 excision/ biopsy/ incision and drainage,463.0,97736.979040011,Other Diseases
6821,2020,Others,"level 3 extraocular, repair, and plastic eye procedures",128.0,26267.095905858,Other Diseases
6822,2020,Others,level 3 lower gi procedures,102.0,56225.6182364751,Other Diseases
6823,2020,Others,level 3 musculoskeletal procedures,567.0,99000.2609998923,Other Diseases
6824,2020,Others,level 3 neurostimulator and related procedures,69.0,144817.531379552,Other Diseases
6825,2020,Others,level 3 pacemaker and similar procedures,399.0,401862.882139769,Respiratory
6826,2020,Others,level 3 upper gi procedures,143.0,73635.3185242674,Other Diseases
6827,2020,Others,level 3 urology and related services,1246.0,75227.95391414,Other Diseases
6828,2020,Others,level 3 vascular procedures,836.0,111075.68861865951,Other Diseases
6829,2020,Others,level 4 airway endoscopy,199.0,72885.5056653226,Respiratory
6830,2020,Others,level 4 ent procedures,45.0,18639.2198611111,Other Diseases
6831,2020,Others,level 4 endovascular procedures,229.0,522001.55297086097,Other Diseases
6832,2020,Others,level 4 gynecologic procedures,119.0,42408.0719180785,Other Diseases
6833,2020,Others,level 4 musculoskeletal procedures,956.0,271594.524584984,Other Diseases
6834,2020,Others,level 4 neurostimulator and related procedures,100.0,301748.745163021,Other Diseases
6835,2020,Others,level 4 pacemaker and similar procedures,54.0,104767.899333333,Respiratory
6836,2020,Others,level 4 urology and related services,784.0,145988.9942082572,Other Diseases
6837,2020,Others,level 4 vascular procedures,106.0,112009.088361669,Other Diseases
6838,2020,Others,level 5 airway endoscopy,48.0,29801.276190476,Respiratory
6839,2020,Others,level 5 ent procedures,168.0,83494.348347079,Other Diseases
6840,2020,Others,level 5 gynecologic procedures,46.0,21821.6839915964,Other Diseases
6841,2020,Others,level 5 musculoskeletal procedures,1791.0,416405.804959439,Other Diseases
6842,2020,Others,level 5 urology and related services,747.0,191181.9121957176,Other Diseases
6843,2020,Others,level 6 gynecologic procedures,57.0,15907.968070175,Other Diseases
6844,2020,Others,level 6 urology and related services,130.0,78731.668695812,Other Diseases
6845,2020,Others,level 7 radiation therapy,25.0,14040.5,Other Diseases
6846,2020,Others,abdominal/peritoneal/biliary and related procedures,2827.0,1044074.0044319193,Other Diseases
6847,2020,Others,cochlear implant procedure,63.0,205490.727959184,Other Diseases
6848,2020,Others,complex gi procedures,649.0,386668.626902464,Other Diseases
6849,2020,Others,comprehensive observation services,33093.0,1192420.573213053,Other Diseases
6850,2020,Others,implantation of drug infusion device,31.0,95313.476746032,Other Diseases
6851,2020,Others,level 1 breast/lymphatic surgery and related procedures,1600.0,725139.08910191,Other Diseases
6852,2020,Others,level 1 endovascular procedures,8982.0,1148844.0351616945,Other Diseases
6853,2020,Others,level 1 icd and similar procedures,213.0,1198824.911595238,Respiratory
6854,2020,Others,level 1 intraocular procedures,14622.0,618825.6786359018,Other Diseases
6855,2020,Others,level 1 laparoscopy and related services,6017.0,2020949.1746713917,Other Diseases
6856,2020,Others,level 1 nerve procedures,4067.0,601212.7088861692,Other Diseases
6857,2020,Others,level 1 neurostimulator and related procedures,52.0,52987.361923077,Other Diseases
6858,2020,Others,level 2 breast/lymphatic surgery and related procedures,2140.0,1503061.714557912,Other Diseases
6859,2020,Others,level 2 electrophysiologic procedures,144.0,174125.070693801,Respiratory
6860,2020,Others,level 2 endovascular procedures,3374.0,1150648.370216406,Other Diseases
6861,2020,Others,level 2 excision/ biopsy/ incision and drainage,9764.0,610571.2964438911,Other Diseases
6862,2020,Others,level 2 icd and similar procedures,1157.0,3390579.109803118,Respiratory
6863,2020,Others,level 2 intraocular procedures,3363.0,543336.3185880037,Other Diseases
6864,2020,Others,level 2 laparoscopy and related services,2117.0,1561087.367458726,Other Diseases
6865,2020,Others,level 2 musculoskeletal procedures,2477.0,549955.2824322027,Other Diseases
6866,2020,Others,level 2 nerve procedures,11.0,30794.912,Other Diseases
6867,2020,Others,level 2 neurostimulator and related procedures,389.0,504398.67302444903,Other Diseases
6868,2020,Others,level 2 pacemaker and similar procedures,1006.0,939980.9426866911,Respiratory
6869,2020,Others,level 2 upper gi procedures,6024.0,616934.1137741244,Other Diseases
6870,2020,Others,level 2 vascular procedures,2402.0,697422.0263277211,Other Diseases
6871,2020,Others,level 3 airway endoscopy,861.0,238445.13679596895,Other Diseases
6872,2020,Others,level 3 breast/lymphatic surgery and related procedures,72.0,237619.978854167,Other Diseases
6873,2020,Others,level 3 ent procedures,95.0,20131.150286054202,Other Diseases
6874,2020,Others,level 3 electrophysiologic procedures,2131.0,2350189.495656975,Respiratory
6875,2020,Others,level 3 endovascular procedures,4741.0,2499048.680203179,Other Diseases
6876,2020,Others,level 3 excision/ biopsy/ incision and drainage,3445.0,835571.1623718349,Other Diseases
6877,2020,Others,"level 3 extraocular, repair, and plastic eye procedures",989.0,263238.3616159017,Other Diseases
6878,2020,Others,level 3 intraocular procedures,20.0,38656.757,Other Diseases
6879,2020,Others,level 3 lower gi procedures,875.0,354552.5631858667,Other Diseases
6880,2020,Others,level 3 musculoskeletal procedures,4782.0,1214810.1715421865,Other Diseases
6881,2020,Others,level 3 neurostimulator and related procedures,293.0,701669.788667041,Other Diseases
6882,2020,Others,level 3 pacemaker and similar procedures,1922.0,1753127.8282495951,Respiratory
6883,2020,Others,level 3 upper gi procedures,746.0,285886.2767962652,Other Diseases
6884,2020,Others,level 3 urology and related services,4108.0,566963.1673609748,Other Diseases
6885,2020,Others,level 3 vascular procedures,7219.0,974522.5334350861,Other Diseases
6886,2020,Others,level 4 airway endoscopy,2401.0,696756.6975430633,Respiratory
6887,2020,Others,level 4 breast/lymphatic surgery and related procedures,26.0,172419.456153849,Other Diseases
6888,2020,Others,level 4 ent procedures,258.0,205319.11004600138,Other Diseases
6889,2020,Others,level 4 endovascular procedures,1559.0,2691879.240869842,Other Diseases
6890,2020,Others,"level 4 extraocular, repair, and plastic eye procedures",166.0,87296.938273648,Other Diseases
6891,2020,Others,level 4 gynecologic procedures,1003.0,498226.43810595357,Other Diseases
6892,2020,Others,level 4 musculoskeletal procedures,8150.0,2360445.428146847,Other Diseases
6893,2020,Others,level 4 neurostimulator and related procedures,725.0,2333676.060032405,Other Diseases
6894,2020,Others,level 4 pacemaker and similar procedures,332.0,945177.147251774,Respiratory
6895,2020,Others,level 4 urology and related services,4922.0,1115045.0535060323,Other Diseases
6896,2020,Others,level 4 vascular procedures,2569.0,882011.259460173,Other Diseases
6897,2020,Others,level 5 airway endoscopy,574.0,516750.588499789,Respiratory
6898,2020,Others,level 5 ent procedures,1013.0,456638.92447033,Other Diseases
6899,2020,Others,level 5 gynecologic procedures,620.0,517536.947452714,Other Diseases
6900,2020,Others,level 5 musculoskeletal procedures,8189.0,3244256.022098483,Other Diseases
6901,2020,Others,level 5 urology and related services,4651.0,1444822.6971087789,Other Diseases
6902,2020,Others,level 6 gynecologic procedures,181.0,270920.417049289,Other Diseases
6903,2020,Others,level 6 musculoskeletal procedures,78.0,325041.427355954,Other Diseases
6904,2020,Others,level 6 urology and related services,518.0,754003.879050866,Other Diseases
6905,2020,Others,level 7 radiation therapy,352.0,418769.015787566,Other Diseases
6906,2020,Others,level 7 urology and related services,303.0,999312.493702115,Other Diseases
6907,2020,Others,abdominal/peritoneal/biliary and related procedures,356.0,65977.4703365885,Other Diseases
6908,2020,Others,cochlear implant procedure,37.0,77268.991315789,Other Diseases
6909,2020,Others,complex gi procedures,88.0,62684.746208899,Other Diseases
6910,2020,Others,comprehensive observation services,2894.0,65162.754239607195,Other Diseases
6911,2020,Others,implantation of drug infusion device,33.0,87553.104375,Other Diseases
6912,2020,Others,level 1 breast/lymphatic surgery and related procedures,188.0,66004.6984505398,Other Diseases
6913,2020,Others,level 1 endovascular procedures,1360.0,93601.378282512,Other Diseases
6914,2020,Others,level 1 intraocular procedures,993.0,27181.3855491082,Other Diseases
6915,2020,Others,level 1 laparoscopy and related services,555.0,98682.245575103,Other Diseases
6916,2020,Others,level 1 nerve procedures,653.0,36146.427020072704,Other Diseases
6917,2020,Others,level 2 breast/lymphatic surgery and related procedures,279.0,118379.229526243,Other Diseases
6918,2020,Others,level 2 electrophysiologic procedures,19.0,17727.25,Respiratory
6919,2020,Others,level 2 endovascular procedures,413.0,114504.056810965,Other Diseases
6920,2020,Others,level 2 excision/ biopsy/ incision and drainage,1927.0,33184.0272336329,Other Diseases
6921,2020,Others,level 2 icd and similar procedures,158.0,551254.041084958,Respiratory
6922,2020,Others,level 2 intraocular procedures,273.0,57752.973508286996,Other Diseases
6923,2020,Others,level 2 laparoscopy and related services,217.0,173040.216506204,Other Diseases
6924,2020,Others,level 2 musculoskeletal procedures,489.0,29089.6729392212,Other Diseases
6925,2020,Others,level 2 neurostimulator and related procedures,89.0,35046.9542307692,Other Diseases
6926,2020,Others,level 2 pacemaker and similar procedures,185.0,163166.584199942,Respiratory
6927,2020,Others,level 2 upper gi procedures,913.0,38534.5029086777,Other Diseases
6928,2020,Others,level 2 vascular procedures,221.0,46677.786935065,Other Diseases
6929,2020,Others,level 3 airway endoscopy,155.0,16901.7947867868,Other Diseases
6930,2020,Others,level 3 ent procedures,61.0,5470.8846088625705,Other Diseases
6931,2020,Others,level 3 electrophysiologic procedures,193.0,394634.610953907,Respiratory
6932,2020,Others,level 3 endovascular procedures,710.0,251232.863833568,Other Diseases
6933,2020,Others,level 3 excision/ biopsy/ incision and drainage,660.0,55904.300607763,Other Diseases
6934,2020,Others,"level 3 extraocular, repair, and plastic eye procedures",97.0,15637.1605177071,Other Diseases
6935,2020,Others,level 3 lower gi procedures,165.0,35867.6936292626,Other Diseases
6936,2020,Others,level 3 musculoskeletal procedures,857.0,59747.6701912546,Other Diseases
6937,2020,Others,level 3 neurostimulator and related procedures,32.0,47117.6696875,Other Diseases
6938,2020,Others,level 3 pacemaker and similar procedures,308.0,202107.120259255,Respiratory
6939,2020,Others,level 3 upper gi procedures,122.0,49151.4002335385,Other Diseases
6940,2020,Others,level 3 urology and related services,1450.0,29784.6954759958,Other Diseases
6941,2020,Others,level 3 vascular procedures,942.0,64955.9745748391,Other Diseases
6942,2020,Others,level 4 airway endoscopy,270.0,71373.6555580366,Respiratory
6943,2020,Others,level 4 ent procedures,81.0,34912.364545454,Other Diseases
6944,2020,Others,level 4 endovascular procedures,250.0,356704.3770504,Other Diseases
6945,2020,Others,"level 4 extraocular, repair, and plastic eye procedures",12.0,14778.748333333,Other Diseases
6946,2020,Others,level 4 gynecologic procedures,122.0,41911.492731431994,Other Diseases
6947,2020,Others,level 4 musculoskeletal procedures,1048.0,115127.30602118399,Other Diseases
6948,2020,Others,level 4 neurostimulator and related procedures,79.0,161947.15438316402,Other Diseases
6949,2020,Others,level 4 pacemaker and similar procedures,30.0,152229.706666667,Respiratory
6950,2020,Others,level 4 urology and related services,671.0,61706.889871817904,Other Diseases
6951,2020,Others,level 4 vascular procedures,180.0,99180.993535534,Other Diseases
6952,2020,Others,level 5 airway endoscopy,64.0,72933.40575,Respiratory
6953,2020,Others,level 5 ent procedures,141.0,75883.801697577,Other Diseases
6954,2020,Others,level 5 gynecologic procedures,55.0,44206.723815789,Other Diseases
